################################################################################
# WEBOBS OVPF
#
# PROC: {PROC.CGNSSOVPF} GNSS GAMIT/GLOBK OVPF
# TITLE: {\fontsize{14}{\bfVariation de distance}}: ref. BOMG
# FILENAME: BASELINES_BOMG_all.txt
#
#
# CREATED: 10-Jan-2024 13:34:35 by sysop@pitondescalumets
# COPYRIGHT: MMXXIV, (c) OVPF-IPGP
################################################################################
#
#yyyy mm dd HH MM SS BOMG-BORG_(cm) BOMG-DERG_(cm) BOMG-DSRG_(cm) BOMG-SNEG_(cm)
2013 07 11 11 59 00 88072.379352 107968.663149 112019.210426 90446.733561
2013 07 12 11 59 00 88072.474235 107968.550479 112019.215933 90446.684027
2013 07 13 11 59 00 88072.493889 107968.563592 112019.358448 90446.644910
2013 07 14 11 59 00 88072.463153 107968.516492 112019.251832 90446.589623
2013 07 21 11 59 00 88072.456119 107968.402874 112019.130730 90446.624146
2013 07 22 11 59 00 88072.434574 107968.480173 112019.146353 90446.641398
2013 07 23 11 59 00 88072.450255 107968.484082 112019.196633 90446.632904
2013 07 24 11 59 00 88072.484000 107968.483512 112019.239902 90446.659251
2013 07 25 11 59 00 88072.594852 107968.509728 112019.281765 90446.578776
2013 07 26 11 59 00 88072.510919 107968.510164 112019.243149 90446.578094
2013 07 27 11 59 00 88072.445081 107968.504757 112019.160780 90446.600381
2013 07 28 11 59 00 88072.635552 107968.448047 112019.292247 90446.599608
2013 07 29 11 59 00 88072.368792 107968.569003 112019.100932 90446.535092
2013 07 30 11 59 00 88072.350588 107968.484839 112019.068563 90446.450470
2013 07 31 11 59 00 88072.645387 107968.648404 112019.438524 90446.517200
2013 08 01 11 59 00 88072.415989 107968.533963 112019.087878 90446.537480
2013 08 02 11 59 00 88072.471639 107968.467070 112019.077628 90446.533411
2013 08 03 11 59 00 88072.420514 107968.477129 112019.089443 90446.621035
2013 08 04 11 59 00 88072.467977 107968.449116 112019.169683 90446.420829
2013 08 05 11 59 00 88072.426010 107968.430901 112019.068265 90446.421882
2013 08 06 11 59 00 88072.498157 107968.424391 112019.158018 90446.393961
2013 08 07 11 59 00 88072.498089 107968.421579 112019.095273 90446.340363
2013 08 08 11 59 00 88072.516034 107968.429456 112019.107013 90446.339855
2013 08 09 11 59 00 88072.487126 107968.289390 112019.060321 90446.378379
2013 08 10 11 59 00 88072.428402 107968.388048 112019.079194 90446.505652
2013 08 11 11 59 00 88072.413587 107968.294978 112018.968413 90446.312146
2013 08 12 11 59 00 88072.357199 107968.315030 112018.996354 90446.507656
2013 08 13 11 59 00 88072.297264 107968.394809 112018.968266 90446.507632
2013 08 14 11 59 00 88072.325913 107968.342447 112019.019802 90446.504653
2013 08 21 11 59 00 88072.313313 107968.177418 112018.883224 90446.444419
2013 08 22 11 59 00 88072.256361 107968.234537 112018.822636 90446.434548
2013 08 23 11 59 00 88072.318363 107968.216637 112018.816553 90446.462042
2013 08 24 11 59 00 88072.409470 107968.207577 112018.838834 90446.451617
2013 08 25 11 59 00 88072.372504 107968.254972 112018.963480 90446.374195
2013 08 26 11 59 00 88072.544334 107968.306188 112019.089751 90446.424471
2013 08 27 11 59 00 88072.492819 107968.188416 112018.922607 90446.399490
2013 08 28 11 59 00 88072.454550 107968.310300 112018.909361 90446.684210
2013 08 29 11 59 00 88072.492724 107968.053439 112018.858075 90446.214052
2013 09 01 11 59 00 88072.522250 107968.232365 112018.968752 90446.380419
2013 09 02 11 59 00 88072.507191 107968.098001 112018.935955 90446.281140
2013 09 03 11 59 00 88072.268521 107968.089735 112018.858801 90446.263266
2013 09 04 11 59 00 88072.294256 107968.130435 112018.787448 90446.385590
2013 09 05 11 59 00 88072.324834 107968.245193 112018.757664 90446.448478
2013 09 06 11 59 00 88072.273289 107968.247074 112018.756630 90446.446208
2013 09 07 11 59 00 88072.290345 107968.164704 112018.733903 90446.368163
2013 09 08 11 59 00 88072.398888 107968.121674 112018.831289 90446.390431
2013 09 09 11 59 00 88072.337303 107968.200497 112018.883253 90446.437595
2013 09 10 11 59 00 88072.317671 107968.096680 112018.723167 90446.414119
2013 09 11 11 59 00 88072.292487 107968.169548 112018.730048 90446.382821
2013 09 12 11 59 00 88072.454944 107968.121664 112018.934314 90446.322396
2013 09 13 11 59 00 88072.356645 107968.121573 112018.781452 90446.362846
2013 09 14 11 59 00 88072.376598 107968.212548 112018.821676 90446.382735
2013 09 21 11 59 00 88072.349948 107968.223228 112018.881954 90446.542311
2013 09 22 11 59 00 88072.300989 107968.057492 112018.774247 90446.317852
2013 09 23 11 59 00 88072.275989 107968.090405 112018.745791 90446.346682
2013 09 24 11 59 00 88072.271337 107968.066542 112018.688273 90446.325063
2013 09 25 11 59 00 88072.483596 107967.986049 112018.693438 90446.216810
2013 09 26 11 59 00 88072.138838 107968.177888 112018.567997 90446.430955
2013 09 27 11 59 00 88072.204155 107968.036320 112018.619091 90446.329264
2013 09 28 11 59 00 88072.233204 107968.152462 112018.637638 90446.351285
2013 09 29 11 59 00 88072.265303 107968.113230 112018.534877 90446.333360
2013 09 30 11 59 00 88072.309973 107967.915140 112018.554044 90446.350841
2013 10 01 11 59 00 88072.311197 107967.895986 112018.749259 90446.191806
2013 10 02 11 59 00 88072.340787 107967.892178 112018.773642 90446.295327
2013 10 03 11 59 00 88072.369209 107968.023938 112018.656009 90446.395621
2013 10 04 11 59 00 88072.323311 107968.035599 112018.673227 90446.378492
2013 10 05 11 59 00 88072.349906 107967.959504 112018.696927 90446.322894
2013 10 06 11 59 00 88072.340528 107967.868208 112018.647459 90446.304758
2013 10 07 11 59 00 88072.270687 107967.876796 112018.580255 90446.288114
2013 10 08 11 59 00 88072.217387 107967.980418 112018.594652 90446.290457
2013 10 09 11 59 00 88072.256293 107968.096701 112018.551980 90446.371549
2013 10 10 11 59 00 88072.308917 107968.011997 112018.691594 90446.310543
2013 10 11 11 59 00 88072.412968 107967.983871 112018.715443 90446.278719
2013 10 12 11 59 00 88072.210729 107967.901369 112018.484802 90446.272559
2013 10 13 11 59 00 88072.216970 107967.903518 112018.483650 90446.255375
2013 10 14 11 59 00 88072.247000 107967.922431 112018.479486 90446.258203
2013 10 21 11 59 00 88072.137955 107967.848618 112018.203546 90446.163006
2013 10 22 11 59 00 88072.251948 107967.760306 112018.268075 90446.098658
2013 10 23 11 59 00 88072.239040 107967.950605 112018.272329 90446.217748
2013 10 24 11 59 00 88072.245497 107968.006051 112018.319732 90446.160961
2013 10 25 11 59 00 88072.323354 107967.845498 112018.231882 90446.068445
2013 10 26 11 59 00 88072.334117 107968.000612 112018.449292 90446.181947
2013 10 27 11 59 00 88072.301938 107967.985939 112018.451036 90446.157537
2013 10 28 11 59 00 88072.419425 107967.794634 112018.416730 90446.024705
2013 10 30 11 59 00 88072.311787 107967.899432 112018.172118 90445.830791
2013 10 31 11 59 00 88072.135165 107967.730056 112018.111238 90445.824655
2013 11 01 11 59 00 88072.219562 107967.716731 112018.058505 90446.038635
2013 11 02 11 59 00 88072.313615 107967.716561 112018.235468 90445.999740
2013 11 03 11 59 00 88072.481673 107967.924493 112018.399557 90446.183476
2013 11 05 11 59 00 88072.270717 107967.862946 112018.260324 90446.170991
2013 11 06 11 59 00 88072.118677 107967.802913 112018.107889 90446.082463
2013 11 07 11 59 00 88072.261634 107967.857582 112018.266526 90446.138307
2013 11 08 11 59 00 88072.151979 107967.828298 112018.140981 90446.164800
2013 11 09 11 59 00 88072.320185 107967.931499 112018.360029 90446.228836
2013 11 10 11 59 00 88072.494763 107967.934144 112018.521028 90446.194724
2013 11 11 11 59 00 88072.316815 107967.915359 112018.448672 90446.144750
2013 11 12 11 59 00 88072.264512 107968.025668 112018.317221 90446.234250
2013 11 13 11 59 00 88072.300024 107967.935353 112018.215670 90446.145414
2013 11 14 11 59 00 88072.211250 107967.563819 112017.985986 90445.664397
2013 11 21 11 59 00 88072.203261 107967.714697 112018.000828 90446.029820
2013 11 22 11 59 00 88072.166550 107967.777035 112018.066527 90446.085867
2013 11 23 11 59 00 88072.181310 107967.781983 112018.120750 90446.048135
2013 11 24 11 59 00 88072.355015 107967.783506 112018.357519 90446.138714
2013 11 25 11 59 00 88072.209495 107967.762645 112018.130819 90445.930953
2013 11 26 11 59 00 88072.158770 107967.667001 112017.953559 90445.688806
2013 11 27 11 59 00 88072.053765 107967.718595 112017.960442 90445.852849
2013 11 28 11 59 00 88072.129987 107967.667285 112017.968001 90445.760032
2013 11 29 11 59 00 88072.123901 107967.730050 112018.102541 90445.800496
2013 11 30 11 59 00 88072.112997 107967.551122 112017.854741 90445.747680
2013 12 04 11 59 00 88072.138122 107967.589478 112017.980094 90445.849055
2013 12 05 11 59 00 88072.122224 107967.785968 112017.971340 90445.989732
2013 12 06 11 59 00 88072.265496 107967.802129 112017.997196 90445.990757
2013 12 07 11 59 00 88072.117473 107967.856583 112018.080112 90445.994496
2013 12 08 11 59 00 88072.207214 107967.610495 112017.921383 90445.736263
2013 12 09 11 59 00 88072.013093 107967.591807 112017.874115 90445.828586
2013 12 11 11 59 00 88072.069823 107967.553117 112017.917470 90445.809017
2013 12 12 11 59 00 88072.023305 107967.538469 112017.815240 90445.793233
2013 12 13 11 59 00 88072.049660 107967.520096 112017.842263 90445.811781
